Wave number:0
1529790631093,1529790631244,81
1529790632921,1529790633059,81
1529790634525,1529790634688,81
1529790636024,1529790636192,81
1529790631324,1529790631568,87
1529790633162,1529790633327,87
1529790634769,1529790634900,87
1529790636536,1529790636673,87
1529790637685,1529790638672,87
1529790639328,1529790640141,87
1529790629264,1529790630570,69
1529790631567,1529790631741,69
1529790633413,1529790633523,69
1529790635021,1529790635113,69
1529790637667,1529790638666,69
1529790639337,1529790640130,69
1529790631870,1529790631962,82
1529790632097,1529790632198,82
1529790632370,1529790632471,82
1529790633674,1529790633755,82
1529790633942,1529790634032,82
1529790634201,1529790634282,82
1529790635258,1529790635362,82
1529790635521,1529790635612,82
1529790629281,1529790630633,89
1529790627818,1529790627933,85
1529790635793,1529790635914,85
1529790637700,1529790638450,85
1529790628599,1529790628753,73
1529790636307,1529790636444,73
1529790638377,1529790638699,73
1529790639344,1529790640134,73
1529790628224,1529790628389,79
1529790636984,1529790637131,79
1529790639357,1529790640144,79
1529790626218,1529790626369,48
1529790626996,1529790627113,48
1529790625809,1529790625990,80
1529790626589,1529790626759,80
1529790627398,1529790627543,80
